,BatchId,AccountId,SubscriptionId,CustomerId,ProviderId,ProductId,ProductCategory,ChannelId,Amount,Value,PricingStrategy,ClientProfile,TrasactionCategory,hour,FraudResult_cat_model_cft,FraudResult_cat_model_full_cft
2393,54515,3329,3110,3760,6,3,0,3,1000.0,1000,2,1,1,17,0.0,0.0
2394,3204,4841,3829,3760,4,6,2,2,-50.0,50,2,0,2,17,0.0,0.0
2395,101072,3020,2773,3445,5,3,0,3,1000.0,1000,4,1,3,17,0.0,0.0
2396,61561,4841,3829,3445,4,6,2,2,-50.0,50,2,0,3,17,0.0,0.0
2397,108135,3690,3067,4132,5,15,2,3,4000.0,4000,2,2,3,17,0.0,0.0
2398,85179,3476,2958,3912,5,10,0,3,1000.0,1000,4,1,3,17,0.0,0.0
2399,57678,4260,1280,4713,6,10,0,3,2000.0,2000,2,4,2,17,0.0,0.0
2400,63442,4841,3829,4713,4,6,2,2,-40.0,40,2,0,1,17,0.0,0.0
2401,94594,3169,588,3595,5,14,2,3,1055.0,1055,2,2,2,17,0.0,0.0
2402,116125,1346,652,1709,6,3,0,3,1000.0,1000,2,1,2,17,0.0,0.0
2403,77398,3476,2958,3912,5,15,2,3,1000.0,1000,2,1,1,17,0.0,0.0
2404,9718,1346,652,1709,6,3,0,3,1000.0,1000,2,1,3,17,0.0,0.0
2405,50173,2813,623,3235,5,3,0,3,500.0,500,4,4,2,17,0.0,0.0
2406,125939,3795,4769,4238,5,15,2,3,5000.0,5000,2,0,2,17,0.0,0.0
2407,78978,3690,3067,4132,6,3,0,3,3000.0,3000,2,2,2,17,0.0,0.0
2408,38218,4841,3829,3235,4,6,2,2,-25.0,25,2,0,2,17,0.0,0.0
2409,10556,4841,3829,4132,4,6,2,2,-150.0,150,2,0,2,17,0.0,0.0
2410,86306,901,487,1250,6,19,7,3,3500.0,3500,2,3,2,17,0.0,0.0
2411,28679,3379,1563,3812,5,15,2,3,10000.0,10000,2,3,3,17,0.0,0.0
2412,101194,4841,3829,1250,4,6,2,2,-70.0,70,2,0,3,17,0.0,0.0
2413,106514,3690,3067,4132,6,19,7,3,900.0,900,2,2,3,17,0.0,0.0
2414,41840,4841,3829,4132,4,6,2,2,-18.0,18,2,0,2,17,0.0,0.0
2415,55862,3379,1563,3812,6,10,0,3,10000.0,10000,2,3,3,17,0.0,0.0
2416,23651,496,2334,828,5,3,0,3,500.0,500,4,2,3,17,0.0,0.0
2417,83852,4841,3829,3812,4,6,2,2,-5000.0,5000,2,0,3,17,0.0,0.0
2418,110625,4840,3829,3812,4,6,2,2,-1000.0,1000,2,4,1,17,0.0,0.0
2419,46520,4841,3829,828,4,6,2,2,-25.0,25,2,0,1,17,0.0,0.0
2420,13002,10,4346,3912,4,10,0,5,-1000.0,1000,4,0,2,17,0.0,0.0
2421,47510,3795,4769,4238,6,3,0,3,10000.0,10000,2,0,1,17,0.0,0.0
2422,112158,3379,1563,3812,6,10,0,3,6000.0,6000,2,3,2,17,0.0,0.0
2423,93184,4841,3829,4238,4,6,2,2,-250.0,250,2,0,1,17,0.0,0.0
2424,123441,572,2950,909,5,15,2,3,7000000.0,7000000,2,1,2,17,1.0,1.0
2425,12417,3207,3688,3635,5,15,2,3,20000.0,20000,2,1,3,17,0.0,0.0
2426,121522,844,3584,1190,5,15,2,3,10000.0,10000,2,1,1,17,0.0,0.0
2427,46188,2885,1179,3308,5,15,2,3,10000.0,10000,2,0,3,17,0.0,0.0
2428,3913,572,2950,909,5,15,2,3,5000000.0,5000000,2,1,3,17,1.0,1.0
2429,132797,1260,1544,1622,3,3,0,3,10000.0,10000,1,1,1,17,0.0,0.0
2430,135792,3193,4147,3621,6,10,0,3,5000.0,5000,2,0,3,17,0.0,0.0
2431,81381,2835,407,3257,5,8,7,3,28000.0,28840,2,3,3,17,0.0,0.0
2432,88537,2885,1179,3308,6,10,0,3,10000.0,10000,2,0,2,17,0.0,0.0
2433,107065,4841,3829,3257,4,6,2,2,-5000.0,5000,2,0,1,17,0.0,0.0
2434,19185,4519,3783,4980,6,21,8,3,20000.0,21800,2,3,2,17,0.0,0.0
2435,114795,4841,3829,3308,4,6,2,2,-5000.0,5000,2,0,3,17,0.0,0.0
2436,41079,2141,4576,2546,6,10,0,3,500.0,500,2,4,2,17,0.0,0.0
2437,92847,844,3584,1190,6,10,0,3,10000.0,10000,2,1,3,17,0.0,0.0
2438,70867,4841,3829,1622,4,6,2,2,-5000.0,5000,2,0,1,17,0.0,0.0
2439,62462,830,1262,1175,6,3,0,3,2000.0,2000,2,1,1,17,0.0,0.0
2440,135708,2648,1311,3066,6,10,0,3,5000.0,5000,2,1,2,17,0.0,0.0
2441,80252,4841,3829,3066,4,6,2,2,-100.0,100,2,0,2,17,0.0,0.0
2442,28801,2885,1179,3308,6,10,0,3,5000.0,5000,2,0,1,17,0.0,0.0
2443,3226,572,2950,909,5,15,2,3,5000000.0,5000000,2,1,3,17,1.0,1.0
2444,44162,3329,3110,3760,6,3,0,3,1000.0,1000,2,1,1,17,0.0,0.0
2445,45228,4841,3829,3760,4,6,2,2,-50.0,50,2,0,3,17,0.0,0.0
2446,68584,3169,588,3595,5,14,2,3,6124.0,6124,2,2,3,17,0.0,0.0
2447,41018,3207,3688,3635,6,3,0,3,10000.0,10000,2,1,3,17,0.0,0.0
2448,85096,2648,1311,3066,6,3,0,3,1000.0,1000,2,1,1,17,0.0,0.0
2449,94370,2905,2009,3329,5,15,2,3,3000.0,3000,2,0,3,17,0.0,0.0
2450,93144,4841,3829,3635,4,6,2,2,-5000.0,5000,2,0,1,17,0.0,0.0
2451,125935,572,2950,909,5,15,2,3,3000000.0,3000000,0,1,3,17,1.0,1.0
2452,51031,4841,3829,3066,4,6,2,2,-50.0,50,2,0,1,17,0.0,0.0
2453,29249,238,1609,563,6,10,0,3,1000.0,1000,2,4,1,17,0.0,0.0
2454,68788,3207,3688,3635,6,10,0,3,10000.0,10000,2,1,2,17,0.0,0.0
2455,111433,4841,3829,3635,4,6,2,2,-5000.0,5000,2,0,1,17,0.0,0.0
2456,122881,3405,2749,3839,5,15,2,3,10000.0,10000,2,1,3,17,0.0,0.0
2457,41998,3809,4505,4252,1,21,8,3,10000.0,11200,2,2,2,17,0.0,0.0
2458,133209,2905,2009,3329,6,3,0,3,1000.0,1000,2,0,3,17,0.0,0.0
2459,82759,4841,3829,4252,4,6,2,2,-5000.0,5000,2,0,3,17,0.0,0.0
2460,98995,4841,3829,3329,4,6,2,2,-50.0,50,2,0,2,17,0.0,0.0
2461,111827,3329,3110,3760,6,3,0,3,1000.0,1000,2,1,1,17,0.0,0.0
2462,95288,3405,2749,3839,6,10,0,3,10000.0,10000,2,1,2,17,0.0,0.0
2463,81252,4841,3829,3760,4,6,2,2,-50.0,50,2,0,3,17,0.0,0.0
2464,49680,4841,3829,3839,4,6,2,2,-5000.0,5000,2,0,2,17,0.0,0.0
2465,135094,1346,652,1709,6,3,0,3,1000.0,1000,2,1,3,17,0.0,0.0
2466,75496,2648,1311,3066,6,3,0,3,1000.0,1000,2,1,2,17,0.0,0.0
2467,99334,4840,3829,3839,4,6,2,2,-1000.0,1000,2,4,1,17,0.0,0.0
2468,117045,2016,2309,2417,6,3,0,3,1000.0,1000,2,0,3,17,0.0,0.0
2469,3707,3405,2749,3839,6,10,0,3,5000.0,5000,2,1,3,17,0.0,0.0
2470,28369,4841,3829,3066,4,6,2,2,-50.0,50,2,0,2,17,0.0,0.0
2471,97922,1670,2569,2052,6,3,0,3,1000.0,1000,2,0,3,17,0.0,0.0
2472,132563,4841,3829,2052,4,6,2,2,-50.0,50,2,0,1,17,0.0,0.0
2473,2750,4433,740,4891,5,15,2,3,10000.0,10000,2,3,2,17,0.0,0.0
2474,7853,3534,456,3971,5,15,2,3,10000.0,10000,2,3,3,17,0.0,0.0
2475,38553,4433,740,4891,6,10,0,3,11000.0,11000,2,3,3,17,0.0,0.0
2476,130521,4841,3829,4891,4,6,2,2,-5000.0,5000,2,0,2,17,0.0,0.0
2477,135089,4433,740,4891,6,10,0,3,5000.0,5000,2,3,1,17,0.0,0.0
2478,102836,3169,588,3595,5,14,2,3,1055.0,1055,2,2,2,17,0.0,0.0
2479,120899,879,1018,1228,5,15,2,3,10000.0,10000,2,4,2,17,0.0,0.0
2480,131736,3235,2089,3663,6,21,8,3,5000.0,5750,2,0,3,17,0.0,0.0
2481,7499,1346,652,1709,6,3,0,3,500.0,500,2,1,1,17,0.0,0.0
2482,3454,2791,3926,3212,6,3,0,3,1000.0,1000,2,3,1,17,0.0,0.0
2483,109116,711,796,1054,6,3,0,3,5000.0,5000,2,4,2,17,0.0,0.0
2484,98804,4841,3829,3212,4,6,2,2,-50.0,50,2,0,1,17,0.0,0.0
2485,126898,4840,3829,3212,4,6,2,2,-1000.0,1000,2,4,1,17,0.0,0.0
2486,110377,4841,3829,1054,4,6,2,2,-250.0,250,2,0,3,17,0.0,0.0
2487,96646,879,1018,1228,6,10,0,3,10000.0,10000,2,4,2,17,0.0,0.0
2488,122063,4841,3829,1228,4,6,2,2,-5000.0,5000,2,0,2,17,0.0,0.0
2489,95829,4840,3829,1228,4,6,2,2,-1000.0,1000,2,4,1,17,0.0,0.0
2490,60528,2966,1651,3391,5,15,2,3,12000.0,12000,2,3,2,17,0.0,0.0
2491,31856,879,1018,1228,6,10,0,3,6000.0,6000,2,4,3,17,0.0,0.0
2492,45241,3534,456,3971,6,10,0,3,10000.0,10000,2,3,1,17,0.0,0.0
2493,130729,2966,1651,3391,5,15,2,3,12000.0,12000,2,3,2,17,0.0,0.0
2494,108217,2648,1311,3066,6,3,0,3,2000.0,2000,2,1,2,17,0.0,0.0
2495,13633,4841,3829,3971,4,6,2,2,-200.0,200,2,0,3,17,0.0,0.0
2496,89884,4841,3829,3066,4,6,2,2,-100.0,100,2,0,1,17,0.0,0.0
2497,90612,2771,406,3192,5,15,2,3,10000.0,10000,2,3,2,17,0.0,0.0
2498,59049,1518,3931,1889,6,3,0,3,10000.0,10000,2,0,1,17,0.0,0.0
2499,90346,2966,1651,3391,5,15,2,3,5000.0,5000,2,3,1,17,0.0,0.0
2500,43305,4841,3829,1889,4,6,2,2,-5000.0,5000,2,0,1,17,0.0,0.0
2501,114577,2974,2304,3399,5,15,2,3,2000.0,2000,2,4,2,17,0.0,0.0
2502,8047,2771,406,3192,6,10,0,3,10000.0,10000,2,3,2,17,0.0,0.0
2503,40219,2966,1651,3391,5,15,2,3,7000.0,7000,2,3,1,17,0.0,0.0
2504,99795,331,2842,661,6,10,0,3,1000.0,1000,2,4,2,17,0.0,0.0
2505,95385,4841,3829,3192,4,6,2,2,-5000.0,5000,2,0,3,17,0.0,0.0
2506,53457,4841,3829,661,4,6,2,2,-20.0,20,2,0,1,17,0.0,0.0
2507,32156,2974,2304,3399,5,15,2,3,1900.0,1900,2,4,2,17,0.0,0.0
2508,25478,1555,1194,1929,6,21,8,3,20000.0,21800,2,2,1,17,0.0,0.0
2509,22441,4841,3829,1929,4,6,2,2,-5000.0,5000,2,0,3,17,0.0,0.0
2510,20899,2771,406,3192,6,10,0,3,5000.0,5000,2,3,2,17,0.0,0.0
2511,70922,331,2842,661,1,15,2,3,5000.0,5000,2,4,1,17,0.0,0.0
2512,114634,3350,3230,3782,5,15,2,3,10000.0,10000,2,0,1,17,0.0,0.0
2513,75103,331,2842,661,1,15,2,3,2004.0,2004,2,4,2,17,0.0,0.0
2514,12104,2966,1651,3391,5,15,2,3,7000.0,7000,2,3,2,17,0.0,0.0
2515,19749,3207,3688,3635,6,10,0,3,10000.0,10000,2,1,3,17,0.0,0.0
2516,45448,1409,2661,1774,5,15,2,3,10000.0,10000,2,2,1,17,0.0,0.0
2517,105268,3350,3230,3782,6,10,0,3,10000.0,10000,2,0,2,17,0.0,0.0
2518,91210,4841,3829,3782,4,6,2,2,-5000.0,5000,2,0,3,17,0.0,0.0
2519,73554,331,2842,661,1,15,2,3,2004.0,2004,2,4,1,17,0.0,0.0
2520,36084,1409,2661,1774,6,10,0,3,10000.0,10000,2,2,1,17,0.0,0.0
2521,88404,4841,3829,1774,4,6,2,2,-5000.0,5000,2,0,2,17,0.0,0.0
2522,104937,10,4346,3912,4,10,0,5,-1000.0,1000,4,0,2,17,0.0,0.0
2523,55105,1409,2661,1774,6,10,0,3,5000.0,5000,2,2,3,17,0.0,0.0
2524,121931,3350,3230,3782,6,10,0,3,5000.0,5000,2,0,2,17,0.0,0.0
2525,109404,1821,1282,2212,6,10,0,3,10000.0,10000,2,1,1,17,0.0,0.0
2526,106574,331,2842,661,6,3,0,3,10040.0,10040,2,4,3,17,0.0,0.0
2527,101966,318,3087,647,6,10,0,3,1500.0,1500,2,3,2,17,0.0,0.0
2528,16526,4841,3829,661,4,6,2,2,-5000.0,5000,2,0,2,18,0.0,0.0
2529,51851,2966,1651,3391,5,15,2,3,7000.0,7000,2,3,1,18,0.0,0.0
2530,67501,812,3951,1156,6,3,0,3,2500.0,2500,2,0,2,18,0.0,0.0
2531,36304,4841,3829,647,4,6,2,2,-30.0,30,2,0,1,18,0.0,0.0
2532,107387,4841,3829,2212,4,6,2,2,-5000.0,5000,2,0,2,18,0.0,0.0
2533,4480,3098,1025,3525,6,3,0,3,1000.0,1000,2,2,1,18,0.0,0.0
2534,98135,4841,3829,3525,4,6,2,2,-50.0,50,2,0,1,18,0.0,0.0
2535,78273,2966,1651,3391,5,15,2,3,7000.0,7000,2,3,3,18,0.0,0.0
2536,129470,2974,2304,3399,6,1,0,3,2000.0,2000,2,4,1,18,0.0,0.0
2537,14139,4841,3829,3399,4,6,2,2,-95.0,95,2,0,1,18,0.0,0.0
2538,76018,2648,1311,3066,6,3,0,3,1000.0,1000,2,1,1,18,0.0,0.0
2539,69249,4841,3829,3066,4,6,2,2,-50.0,50,2,0,3,18,0.0,0.0
2540,6611,547,1684,882,5,15,2,3,10000.0,10000,2,3,2,18,0.0,0.0
2541,134307,2966,1651,3391,5,15,2,3,6000.0,6000,2,3,2,18,0.0,0.0
2542,30345,547,1684,882,6,10,0,3,10000.0,10000,2,3,2,18,0.0,0.0
2543,119815,2813,623,3235,5,1,0,3,7000.0,7000,4,4,2,18,0.0,0.0
2544,61375,4841,3829,882,4,6,2,2,-5000.0,5000,2,0,2,18,0.0,0.0
2545,92567,4841,3829,3235,4,6,2,2,-350.0,350,2,0,3,18,0.0,0.0
2546,106041,331,2842,661,6,3,0,3,1000.0,1000,2,4,2,18,0.0,0.0
2547,75919,547,1684,882,6,10,0,3,5000.0,5000,2,3,1,18,0.0,0.0
2548,104557,4823,2015,5292,5,15,2,3,10000.0,10000,2,2,2,18,0.0,0.0
2549,41593,926,2624,1275,6,3,0,3,800.0,800,2,1,1,18,0.0,0.0
2550,34045,2966,1651,3391,5,15,2,3,1000.0,1000,2,3,2,18,0.0,0.0
2551,102060,4823,2015,5292,6,10,0,3,10000.0,10000,2,2,2,18,0.0,0.0
2552,106557,4841,3829,1275,4,6,2,2,-40.0,40,2,0,2,18,0.0,0.0
2553,3139,4841,3829,5292,4,6,2,2,-5000.0,5000,2,0,3,18,0.0,0.0
2554,4175,4840,3829,5292,4,6,2,2,-1000.0,1000,2,4,3,18,0.0,0.0
2555,56433,4404,2897,4861,5,3,0,3,3000.0,3000,4,2,1,18,0.0,0.0
2556,31197,2966,1651,3391,5,15,2,3,1000.0,1000,2,3,1,18,0.0,0.0
2557,69316,4841,3829,4861,4,6,2,2,-150.0,150,2,0,1,18,0.0,0.0
2558,38972,630,4049,969,6,3,0,3,1100.0,1100,2,2,3,18,0.0,0.0
2559,18640,4823,2015,5292,6,10,0,3,6000.0,6000,2,2,3,18,0.0,0.0
2560,94817,4841,3829,969,4,6,2,2,-55.0,55,2,0,3,18,0.0,0.0
2561,92964,909,4786,1258,1,15,2,3,10000.0,10000,2,4,1,18,0.0,0.0
2562,28375,909,4786,1258,1,15,2,3,10000.0,10000,2,4,2,18,0.0,0.0
2563,4829,2966,1651,3391,5,15,2,3,500.0,500,2,3,1,18,0.0,0.0
2564,83444,3618,3698,4056,5,15,2,3,10000.0,10000,2,2,2,18,0.0,0.0
2565,5494,3618,3698,4056,6,10,0,3,10000.0,10000,2,2,3,18,0.0,0.0
2566,35216,909,4786,1258,6,3,0,3,10000.0,10000,2,4,3,18,0.0,0.0
2567,48905,4841,3829,4056,4,6,2,2,-5000.0,5000,2,0,1,18,0.0,0.0
2568,87317,4841,3829,1258,4,6,2,2,-5000.0,5000,2,0,2,18,0.0,0.0
2569,134213,4840,3829,1258,4,6,2,2,-1000.0,1000,2,4,2,18,0.0,0.0
2570,83915,3175,3439,3602,5,3,0,3,900.0,900,4,1,2,18,0.0,0.0
2571,108795,1822,944,2213,6,3,0,3,17000.0,17000,2,0,3,18,0.0,0.0
2572,30815,4460,3120,4920,5,15,2,3,10000.0,10000,2,2,3,18,0.0,0.0
2573,143,3618,3698,4056,6,10,0,3,5000.0,5000,2,2,1,18,0.0,0.0
2574,10775,4841,3829,3602,4,6,2,2,-45.0,45,2,0,1,18,0.0,0.0
2575,75616,2966,1651,3391,6,21,8,3,10000.0,11200,2,3,3,18,0.0,0.0
2576,59471,4841,3829,3391,4,6,2,2,-5000.0,5000,2,0,1,18,0.0,0.0
2577,100161,4460,3120,4920,6,10,0,3,11000.0,11000,2,2,2,18,0.0,0.0
2578,128039,856,1234,1203,6,3,0,3,1200.0,1200,2,4,2,18,0.0,0.0
2579,115000,4841,3829,4920,4,6,2,2,-5000.0,5000,2,0,1,18,0.0,0.0
2580,33085,3773,2350,4216,1,10,0,3,1000.0,1000,4,1,3,18,0.0,0.0
2581,67339,1686,3389,2068,6,10,0,3,1000.0,1000,2,3,1,18,0.0,0.0
2582,36137,4841,3829,4216,4,6,2,2,-20.0,20,2,0,1,18,0.0,0.0
2583,39068,909,4786,1258,6,3,0,3,500.0,500,2,4,3,18,0.0,0.0
2584,48488,3261,852,3689,5,15,2,3,10000.0,10000,2,3,2,18,0.0,0.0
2585,132707,1518,3931,1889,6,10,0,3,2000.0,2000,2,0,1,18,0.0,0.0
2586,36324,909,4786,1258,6,3,0,3,5500.0,5500,2,4,3,18,0.0,0.0
2587,126146,3261,852,3689,6,10,0,3,11000.0,11000,2,3,2,18,0.0,0.0
2588,119190,3175,3439,3602,5,10,0,3,500.0,500,4,1,1,18,0.0,0.0
2589,91286,4841,3829,3689,4,6,2,2,-5000.0,5000,2,0,1,18,0.0,0.0
2590,66567,4841,3829,3602,4,6,2,2,-10.0,10,2,0,1,18,0.0,0.0
2591,104595,3026,840,3451,5,15,2,3,11000.0,11000,2,4,3,18,0.0,0.0
2592,67545,3261,852,3689,6,10,0,3,5000.0,5000,2,3,3,18,0.0,0.0
2593,123978,3098,1025,3525,6,3,0,3,1000.0,1000,2,2,1,18,0.0,0.0
2594,13454,4841,3829,3525,4,6,2,2,-50.0,50,2,0,2,18,0.0,0.0
2595,24786,1518,3931,1889,6,10,0,3,3000.0,3000,2,0,1,18,0.0,0.0
2596,39535,3026,840,3451,6,21,8,3,10000.0,11200,2,4,2,18,0.0,0.0
2597,116760,1802,2962,2192,5,3,0,3,10000.0,10000,4,2,2,18,0.0,0.0
2598,122012,4841,3829,2192,4,6,2,2,-5000.0,5000,2,0,2,18,0.0,0.0
2599,131832,4840,3829,2192,4,6,2,2,-1000.0,1000,2,4,1,18,0.0,0.0
2600,50943,633,2819,972,5,15,2,3,10000.0,10000,2,4,2,18,0.0,0.0
2601,47728,1802,2962,2192,6,3,0,3,6000.0,6000,2,2,1,18,0.0,0.0
2602,105606,3026,840,3451,6,21,8,3,9800.0,10994,2,4,1,18,0.0,0.0
2603,97184,169,376,492,5,15,2,3,20000.0,20000,2,2,3,18,0.0,0.0
2604,50285,633,2819,972,6,10,0,3,10000.0,10000,2,4,2,18,0.0,0.0
2605,35939,4841,3829,972,4,6,2,2,-5000.0,5000,2,0,3,18,0.0,0.0
2606,35866,4840,3829,972,4,6,2,2,-1000.0,1000,2,4,1,18,0.0,0.0
2607,40394,4841,3829,3451,4,6,2,2,-5000.0,5000,2,0,3,18,0.0,0.0
2608,5297,2460,467,2876,6,3,0,3,1000.0,1000,2,0,2,18,0.0,0.0
2609,107991,331,2842,661,6,3,0,3,500.0,500,2,4,1,18,0.0,0.0
2610,134030,4345,1048,4801,5,3,0,3,1000.0,1000,4,2,1,18,0.0,0.0
2611,86022,633,2819,972,6,10,0,3,6000.0,6000,2,4,2,18,0.0,0.0
2612,100087,4841,3829,2876,4,6,2,2,-50.0,50,2,0,3,18,0.0,0.0
2613,100658,99,4380,420,6,1,0,3,200.0,200,2,2,2,18,0.0,0.0
2614,111174,4841,3829,420,4,6,2,2,-10.0,10,2,0,1,18,0.0,0.0
2615,65501,1083,2764,1438,1,15,2,3,29000.0,29000,2,4,1,18,0.0,0.0
2616,123597,3266,4448,3694,6,3,0,3,1000.0,1000,2,3,1,18,0.0,0.0
2617,84871,169,376,492,6,21,8,3,17000.0,18710,2,2,2,18,0.0,0.0
2618,111196,4841,3829,492,4,6,2,2,-5000.0,5000,2,0,3,18,0.0,0.0
2619,21374,3098,1025,3525,6,3,0,3,2000.0,2000,2,2,3,18,0.0,0.0
2620,132918,3266,4448,3694,5,3,0,3,500.0,500,4,3,2,18,0.0,0.0
2621,60431,4841,3829,3525,4,6,2,2,-100.0,100,2,0,1,18,0.0,0.0
2622,122843,4367,432,4824,5,19,7,3,11000.0,11000,2,4,2,18,0.0,0.0
2623,53272,4077,3243,4527,5,15,2,3,10000.0,10000,2,0,3,18,0.0,0.0
2624,34830,4841,3829,3694,4,6,2,2,-25.0,25,2,0,3,18,0.0,0.0
2625,7410,4841,3829,4824,4,6,2,2,-5000.0,5000,2,0,3,18,0.0,0.0
2626,35221,4077,3243,4527,5,15,2,3,10000.0,10000,2,0,3,18,0.0,0.0
2627,74066,1321,4627,1684,1,15,2,3,10000.0,10000,2,1,3,18,0.0,0.0
2628,55042,1083,2764,1438,6,8,7,3,28000.0,28000,2,4,1,18,0.0,0.0
2629,65335,4841,3829,1438,4,6,2,2,-5000.0,5000,2,0,1,18,0.0,0.0
2630,119685,4077,3243,4527,6,10,0,3,11000.0,11000,2,0,2,18,0.0,0.0
2631,18409,4367,432,4824,6,3,0,3,6300.0,6300,2,4,1,18,0.0,0.0
2632,83789,4841,3829,4527,4,6,2,2,-5000.0,5000,2,0,3,18,0.0,0.0
2633,119460,4526,4801,4987,6,3,0,3,600.0,600,2,3,2,18,0.0,0.0
2634,83984,4077,3243,4527,6,10,0,3,5000.0,5000,2,0,2,18,0.0,0.0
2635,96680,4841,3829,4987,4,6,2,2,-10.0,10,2,0,3,18,0.0,0.0
2636,86979,1321,4627,1684,6,3,0,3,10000.0,10000,2,1,2,18,0.0,0.0
2637,39762,4841,3829,1684,4,6,2,2,-5000.0,5000,2,0,1,18,0.0,0.0
2638,3799,1822,944,2213,6,21,8,3,45250.0,48608,2,0,3,18,0.0,0.0
2639,50806,1321,4627,1684,6,3,0,3,5000.0,5000,2,1,1,18,0.0,0.0
2640,103684,192,433,515,6,10,0,3,10000.0,10000,2,3,3,18,0.0,0.0
2641,132235,4841,3829,515,4,6,2,2,-200.0,200,2,0,3,18,0.0,0.0
2642,127720,1083,2764,1438,6,14,2,3,563.0,563,2,4,1,18,0.0,0.0
2643,3118,401,4072,730,5,15,2,3,10000.0,10000,2,1,1,18,0.0,0.0
2644,35797,192,433,515,6,10,0,3,8000.0,8000,2,3,2,18,0.0,0.0
2645,76017,99,4380,420,6,3,0,3,500.0,500,2,2,1,18,0.0,0.0
2646,12338,4841,3829,515,4,6,2,2,-160.0,160,2,0,2,18,0.0,0.0
2647,83961,401,4072,730,6,10,0,3,11000.0,11000,2,1,2,18,0.0,0.0
2648,80560,4841,3829,730,4,6,2,2,-5000.0,5000,2,0,2,18,0.0,0.0
2649,15383,2612,3044,3030,6,3,0,3,500.0,500,2,3,1,18,0.0,0.0
2650,13770,4841,3829,420,4,6,2,2,-25.0,25,2,0,1,18,0.0,0.0
2651,26957,3169,588,3595,5,3,0,3,2000.0,2000,4,2,3,18,0.0,0.0
2652,113224,401,4072,730,6,10,0,3,5000.0,5000,2,1,3,18,0.0,0.0
2653,62985,3948,2144,4396,5,1,0,3,10000.0,10000,4,3,3,18,0.0,0.0
2654,30817,2759,3781,3180,6,10,0,3,1800.0,1800,2,2,3,18,0.0,0.0
2655,75245,4841,3829,4396,4,6,2,2,-5000.0,5000,2,0,1,18,0.0,0.0
2656,92620,372,1065,702,1,15,2,3,10000.0,10000,2,1,1,18,0.0,0.0
2657,3776,4841,3829,3595,4,6,2,2,-100.0,100,2,0,1,18,0.0,0.0
2658,89083,1253,3696,1615,5,3,0,3,10000.0,10000,4,1,2,18,0.0,0.0
2659,28465,4841,3829,1615,4,6,2,2,-5000.0,5000,2,0,2,18,0.0,0.0
2660,84774,4840,3829,1615,4,6,2,2,-1000.0,1000,2,4,2,18,0.0,0.0
2661,76259,4553,2476,5016,5,3,0,3,10000.0,10000,4,4,2,18,0.0,0.0
2662,79331,4841,3829,5016,4,6,2,2,-5000.0,5000,2,0,1,18,0.0,0.0
2663,54645,318,3087,647,6,10,0,3,1000.0,1000,2,3,1,18,0.0,0.0
2664,76952,2460,467,2876,6,3,0,3,1000.0,1000,2,0,2,18,0.0,0.0
2665,4365,372,1065,702,1,15,2,3,28000.0,28000,2,1,1,18,0.0,0.0
2666,95036,3934,560,4381,5,15,2,3,10000.0,10000,2,3,1,18,0.0,0.0
2667,99298,1253,3696,1615,6,3,0,3,1000.0,1000,2,1,3,18,0.0,0.0
2668,123407,4841,3829,2876,4,6,2,2,-50.0,50,2,0,2,18,0.0,0.0
2669,75386,2460,467,2876,6,10,0,3,1000.0,1000,2,0,2,18,0.0,0.0
2670,36132,4841,3829,2876,4,6,2,2,-20.0,20,2,0,1,18,0.0,0.0
2671,65952,331,2842,661,6,3,0,3,1000.0,1000,2,4,2,18,0.0,0.0
2672,132139,3934,560,4381,6,10,0,3,10000.0,10000,2,3,2,18,0.0,0.0
2673,56199,3361,4331,3794,6,3,0,3,5000.0,5000,2,1,1,18,0.0,0.0
2674,86392,318,3087,647,5,15,2,3,10000.0,10000,2,3,3,18,0.0,0.0
2675,90009,4841,3829,4381,4,6,2,2,-5000.0,5000,2,0,2,18,0.0,0.0
2676,103935,4840,3829,4381,4,6,2,2,-1000.0,1000,2,4,1,18,0.0,0.0
2677,85979,1253,3696,1615,6,3,0,3,5000.0,5000,2,1,2,18,0.0,0.0
2678,2131,4841,3829,3794,4,6,2,2,-250.0,250,2,0,1,18,0.0,0.0
2679,27947,3934,560,4381,6,10,0,3,5000.0,5000,2,3,1,18,0.0,0.0
2680,55722,3948,2144,4396,6,1,0,3,4000.0,4000,2,3,1,18,0.0,0.0
2681,71777,4089,2814,4539,5,15,2,3,10000.0,10000,2,3,2,18,0.0,0.0
2682,76987,192,433,515,6,8,7,3,16000.0,16000,2,3,2,18,0.0,0.0
2683,66632,4089,2814,4539,6,10,0,3,10000.0,10000,2,3,1,18,0.0,0.0
2684,84333,3108,1692,3535,5,15,2,3,5000.0,5000,2,0,3,18,0.0,0.0
2685,19286,4841,3829,4539,4,6,2,2,-5000.0,5000,2,0,1,18,0.0,0.0
2686,19986,4841,3829,515,4,6,2,2,-5000.0,5000,2,0,1,18,0.0,0.0
2687,128346,3098,1025,3525,6,3,0,3,1500.0,1500,2,2,2,18,0.0,0.0
2688,64549,4089,2814,4539,6,3,0,3,1000.0,1000,2,3,2,18,0.0,0.0
2689,57241,4841,3829,3525,4,6,2,2,-75.0,75,2,0,1,18,0.0,0.0
2690,47153,258,37,584,5,15,2,3,10000.0,10000,2,1,3,18,0.0,0.0
2691,7071,4089,2814,4539,6,10,0,3,5000.0,5000,2,3,1,19,0.0,0.0
